ID,Age,Gender,Race,Group,SelfMorality,SelfAbility,SelfSociability,SelfSolvingPuzzlesPred,SelfTeamCollabPred,Teammate,Morality,Ability,Sociability,FirstMeet,Interact,Like,Closeness,Similar,GoodNews,BadNews,LikeMeta,ClosenessMeta,SimilarMeta,SolvingPuzzlesPred,TeamCollabPred,Longest,Frequently,Leader,Influence
03E,25,1,5,3,8.75,6.0,6.75,5,6,03A,8.5,9.25,9.5,6,4,10,9,7,8,7,9,8,5,7,7,03C,03C,03A,03A
03E,25,1,5,3,8.75,6.0,6.75,5,6,03B,8.5,9.0,8.5,6,3,10,10,8,10,9,10,10,8,7,7,03C,03C,03A,03A
03E,25,1,5,3,8.75,6.0,6.75,5,6,03D,10.0,8.0,8.75,6,1,10,10,8,10,10,10,10,7,7,7,03C,03C,03A,03A
03E,25,1,5,3,8.75,6.0,6.75,5,6,03C,8.75,8.25,8.0,6,1,10,10,9,10,10,10,10,8,7,7,03C,03C,03A,03A
03C,66,2,5,3,10.0,6.5,9.0,5,9,03A,9.0,8.75,8.25,6,1,10,10,8,10,10,9,9,7,7,8,03D,03D,03A,03A
03C,66,2,5,3,10.0,6.5,9.0,5,9,03B,9.25,8.5,9.0,6,4,9,8,7,8,6,9,7,6,7,7,03D,03D,03A,03A
03C,66,2,5,3,10.0,6.5,9.0,5,9,03D,8.25,6.0,8.0,6,1,10,10,,10,10,10,10,6,7,7,03D,03D,03A,03A
03C,66,2,5,3,10.0,6.5,9.0,5,9,03E,9.25,6.5,9.5,6,1,10,10,8,10,10,10,10,8,6,8,03D,03D,03A,03A
03A,65,2,5,3,10.0,9.0,10.0,7,9,03B,10.0,9.25,10.0,6,1,10,10,8,10,10,10,10,10,8,10,03B,03B,03D,03B
03A,65,2,5,3,10.0,9.0,10.0,7,9,03C,10.0,9.25,10.0,6,2,10,10,10,10,10,10,10,10,6,10,03B,03B,03D,03B
03A,65,2,5,3,10.0,9.0,10.0,7,9,03D,10.0,8.75,10.0,6,3,10,6,6,5,5,10,5,5,8,9,03B,03B,03D,03B
03A,65,2,5,3,10.0,9.0,10.0,7,9,03E,10.0,7.0,9.5,6,5,10,,0,0,0,10,8,0,9,10,03B,03B,03D,03B
02C,21,2,3,2,10.0,8.25,8.75,7,7,02D,8.25,6.0,7.0,4,1,10,10,9,10,10,10,10,9,7,7,02B,02E,02B,02C
02C,21,2,3,2,10.0,8.25,8.75,7,7,02E,8.75,4.75,9.25,4,1,10,10,2,10,10,10,10,2,7,9,02B,02E,02B,02C
02C,21,2,3,2,10.0,8.25,8.75,7,7,02A,9.25,6.0,9.0,4,2,10,7,4,7,8,10,7,3,9,8,02B,02E,02B,02C
02C,21,2,3,2,10.0,8.25,8.75,7,7,02B,9.75,8.0,6.5,4,1,10,10,2,10,10,10,10,2,9,7,02B,02E,02B,02C
02A,20,2,5,2,8.75,7.5,7.75,6,8,02B,8.0,8.25,7.25,4,1,10,10,9,10,10,10,10,7,10,7,02B,02B,02B,02B
02A,20,2,5,2,8.75,7.5,7.75,6,8,02C,9.75,8.25,8.0,4,1,8,6,6,6,7,7,7,5,6,7,02B,02B,02B,02B
02A,20,2,5,2,8.75,7.5,7.75,6,8,02D,9.0,5.5,7.0,4,2,6,5,2,4,5,6,5,3,6,7,02B,02B,02B,02B
02A,20,2,5,2,8.75,7.5,7.75,6,8,02E,8.0,6.75,8.0,3,2,6,4,7,6,3,5,4,6,6,10,02B,02B,02B,02B
02B,20,2,4,2,8.0,8.5,7.25,8,10,02A,9.25,7.0,6.75,4,1,10,10,7,10,10,10,10,8,7,7,02D,02A,02B,02B
02B,20,2,4,2,8.0,8.5,7.25,8,10,02C,9.25,7.0,8.0,4,1,10,8,7,9,7,9,8,7,8,7,02D,02A,02B,02B
02B,20,2,4,2,8.0,8.5,7.25,8,10,02D,8.75,6.25,7.75,5,2,9,9,3,9,7,8,8,3,5,6,02D,02A,02B,02B
02B,20,2,4,2,8.0,8.5,7.25,8,10,02E,8.5,7.75,9.0,4,2,10,6,3,7,5,8,5,3,9,7,02D,02A,02B,02B
03B,25,2,5,3,10.0,9.5,10.0,8,10,03A,10.0,10.0,10.0,6,1,10,10,10,10,10,10,10,10,10,10,03A,03A,03D,03A
03B,25,2,5,3,10.0,9.5,10.0,8,10,03C,10.0,10.0,10.0,6,2,10,10,10,10,10,10,10,10,10,10,03A,03A,03D,03A
03B,25,2,5,3,10.0,9.5,10.0,8,10,03E,10.0,10.0,10.0,6,2,10,10,10,10,10,10,10,10,10,10,03A,03A,03D,03A
03B,25,2,5,3,10.0,9.5,10.0,8,10,03D,10.0,10.0,10.0,6,3,10,10,10,10,10,10,10,10,10,10,03A,03A,03D,03A
02D,20,2,5,2,10.0,8.0,10.0,3,6,02A,10.0,9.5,10.0,3,3,7,6,3,3,3,6,4,6,10,8,02B,02C,02C,02C
02D,20,2,5,2,10.0,8.0,10.0,3,6,02B,10.0,10.0,9.75,4,1,10,9,6,10,10,10,8,9,10,10,02B,02C,02C,02C
02D,20,2,5,2,10.0,8.0,10.0,3,6,02C,10.0,9.5,10.0,4,1,10,10,10,10,10,10,10,10,7,6,02B,02C,02C,02C
02D,20,2,5,2,10.0,8.0,10.0,3,6,02E,10.0,7.75,10.0,3,3,8,6,3,3,3,4,3,3,10,10,02B,02C,02C,02C
03D,65,1,5,3,9.25,7.5,8.75,7,9,03C,8.75,7.75,8.75,6,1,10,10,8,10,10,10,10,10,7,7,03C,03C,03D,03D
03D,65,1,5,3,9.25,7.5,8.75,7,9,03E,9.0,7.0,10.0,6,1,10,10,9,10,10,10,10,10,9,9,03C,03C,03D,03D
03D,65,1,5,3,9.25,7.5,8.75,7,9,03B,6.0,7.25,8.0,6,5,8,7,6,4,4,7,7,7,6,7,03C,03C,03D,03D
03D,65,1,5,3,9.25,7.5,8.75,7,9,03A,8.0,7.25,8.0,6,3,8,8,7,,,8,8,8,7,7,03C,03C,03D,03D
06E,27,1,5,6,9.0,8.25,6.0,6,6,06A,9.25,8.75,9.5,4,6,10,10,9,10,10,10,10,9,10,10,06C,06D,06A,06D
06E,27,1,5,6,9.0,8.25,6.0,6,6,06B,10.0,10.0,9.75,4,6,10,10,10,10,10,10,10,10,10,10,06C,06D,06A,06D
06E,27,1,5,6,9.0,8.25,6.0,6,6,06C,9.75,10.0,10.0,4,4,10,10,9,10,9,10,10,9,9,9,06C,06D,06A,06D
06E,27,1,5,6,9.0,8.25,6.0,6,6,06D,3.0,2.5,0.0,4,1,10,10,10,10,10,10,10,10,10,10,06C,06D,06A,06D
06A,24,2,2,6,7.75,6.75,7.0,6,8,06B,6.75,6.25,5.25,4,1,7,7,,9,9,8,7,5,7,7,06B,06B,06A,06A
06A,24,2,2,6,7.75,6.75,7.0,6,8,06C,7.0,6.0,6.5,4,3,6,6,6,6,3,6,6,6,8,8,06B,06B,06A,06A
06A,24,2,2,6,7.75,6.75,7.0,6,8,06D,6.75,5.75,7.75,4,1,8,8,6,8,8,8,8,6,6,8,06B,06B,06A,06A
06A,24,2,2,6,7.75,6.75,7.0,6,8,06E,6.75,6.5,6.5,4,5,6,4,7,6,3,6,4,7,8,8,06B,06B,06A,06A
06C,24,1,5,6,9.5,5.75,6.5,2,4,06B,7.5,8.5,6.25,4,1,10,10,5,10,10,10,10,5,6,4,06E,06B,06A,06D
06C,24,1,5,6,9.5,5.75,6.5,2,4,06E,9.5,6.5,8.5,5,4,8,5,8,7,5,8,5,7,7,8,06E,06B,06A,06D
06C,24,1,5,6,9.5,5.75,6.5,2,4,06A,9.5,8.0,6.25,4,3,6,4,3,3,3,5,3,3,5,5,06E,06B,06A,06D
06C,24,1,5,6,9.5,5.75,6.5,2,4,06D,9.5,8.75,9.0,4,4,6,4,2,2,2,5,2,2,5,9,06E,06B,06A,06D
05D,23,2,5,5,9.25,8.0,8.5,8,8,05A,8.75,10.0,7.0,5,3,10,7,7,6,6,8,8,8,10,7,05E,05B,05A,05B
05D,23,2,5,5,9.25,8.0,8.5,8,8,05B,10.0,9.25,8.0,5,2,10,10,9,10,10,10,10,10,10,10,05E,05B,05A,05B
05D,23,2,5,5,9.25,8.0,8.5,8,8,05C,8.75,9.0,8.25,6,4,8,8,6,5,5,7,6,5,8,8,05E,05B,05A,05B
05D,23,2,5,5,9.25,8.0,8.5,8,8,05E,9.0,7.0,8.0,6,3,7,7,6,5,5,7,7,8,7,8,05E,05B,05A,05B
05A,23,2,5,5,9.0,7.75,7.5,8,6,05B,4.0,9.0,3.0,5,3,4,6,6,8,3,7,6,6,8,6,05E,05E,05A,05B
05A,23,2,5,5,9.0,7.75,7.5,8,6,05C,6.0,7.75,4.25,6,4,7,8,6,8,7,8,6,3,7,5,05E,05E,05A,05B
05A,23,2,5,5,9.0,7.75,7.5,8,6,05D,7.75,7.75,7.75,5,3,7,6,6,9,6,8,6,8,7,9,05E,05E,05A,05B
05A,23,2,5,5,9.0,7.75,7.5,8,6,05E,7.25,7.75,6.0,6,2,10,9,8,10,10,9,9,8,8,5,05E,05E,05A,05B
06D,25,2,2,6,9.75,8.75,8.5,8,9,06E,10.0,10.0,9.75,1,1,10,10,6,10,10,10,10,10,10,10,06A,06E,06A,06D
06D,25,2,2,6,9.75,8.75,8.5,8,9,06A,10.0,10.0,10.0,2,2,10,10,10,10,10,10,10,10,10,10,06A,06E,06A,06D
06D,25,2,2,6,9.75,8.75,8.5,8,9,06B,10.0,10.0,10.0,3,3,10,10,6,10,10,10,10,10,10,10,06A,06E,06A,06D
06D,25,2,2,6,9.75,8.75,8.5,8,9,06C,10.0,10.0,10.0,3,4,10,10,3,4,2,10,10,10,10,10,06A,06E,06A,06D
02E,21,1,5,2,9.0,6.25,7.5,7,9,02A,8.75,6.25,7.0,3,3,5,3,2,3,4,6,3,3,4,6,02C,02C,02C,02A
02E,21,1,5,2,9.0,6.25,7.5,7,9,02B,8.0,5.75,7.75,3,2,8,5,3,3,4,7,4,4,6,7,02C,02C,02C,02A
02E,21,1,5,2,9.0,6.25,7.5,7,9,02C,9.5,8.0,8.75,3,1,10,10,5,10,10,10,10,7,7,8,02C,02C,02C,02A
02E,21,1,5,2,9.0,6.25,7.5,7,9,02D,6.5,6.25,5.75,3,3,6,4,2,2,2,6,4,2,5,5,02C,02C,02C,02A
06B,25,2,2,6,9.5,8.75,6.5,7,7,06C,10.0,10.0,9.5,4,1,10,10,9,10,10,10,10,8,9,10,06A,06C,06A,06B
06B,25,2,2,6,9.5,8.75,6.5,7,7,06D,9.5,8.75,9.0,4,3,10,10,9,10,7,10,9,9,9,10,06A,06C,06A,06B
06B,25,2,2,6,9.5,8.75,6.5,7,7,06A,10.0,9.25,8.25,5,2,10,10,9,10,10,10,10,8,10,10,06A,06C,06A,06B
06B,25,2,2,6,9.5,8.75,6.5,7,7,06E,10.0,9.0,8.5,4,4,9,5,6,,,5,5,5,10,10,06A,06C,06A,06B
05B,24,2,5,5,9.25,7.0,7.5,5,8,05A,8.5,8.25,6.25,5,3,9,8,6,5,2,9,8,8,10,8,05C,05E,05B,05A
05B,24,2,5,5,9.25,7.0,7.5,5,8,05E,9.5,6.5,9.0,5,3,10,10,8,10,7,10,10,7,10,9,05C,05E,05B,05A
05B,24,2,5,5,9.25,7.0,7.5,5,8,05C,8.75,8.75,6.25,6,3,9,9,4,9,7,9,9,5,10,9,05C,05E,05B,05A
05B,24,2,5,5,9.25,7.0,7.5,5,8,05D,10.0,8.75,9.5,5,3,10,10,8,10,8,10,10,8,10,10,05C,05E,05B,05A
05C,23,2,5,5,9.75,8.75,6.5,7,8,05A,6.75,7.0,6.25,6,4,10,8,8,10,8,8,7,7,9,8,05D,05B,05B,05B
05C,23,2,5,5,9.75,8.75,6.5,7,8,05B,8.0,9.25,8.75,6,3,10,10,6,10,10,10,10,7,10,8,05D,05B,05B,05B
05C,23,2,5,5,9.75,8.75,6.5,7,8,05D,10.0,10.0,9.0,6,5,8,5,5,5,5,5,5,5,10,10,05D,05B,05B,05B
05C,23,2,5,5,9.75,8.75,6.5,7,8,05E,8.0,6.25,7.25,6,5,7,7,5,7,5,7,7,7,7,6,05D,05B,05B,05B
05E,23,2,5,5,9.25,5.75,6.0,7,7,05A,9.0,10.0,6.75,6,3,10,10,7,7,4,8,10,7,10,6,05D,05B,05B,05B
05E,23,2,5,5,9.25,5.75,6.0,7,7,05B,9.0,10.0,8.5,5,4,10,8,6,8,6,8,8,3,8,8,05D,05B,05B,05B
05E,23,2,5,5,9.25,5.75,6.0,7,7,05D,9.0,10.0,7.75,6,3,7,6,6,2,2,4,4,3,10,3,05D,05B,05B,05B
05E,23,2,5,5,9.25,5.75,6.0,7,7,05C,9.25,10.0,6.0,6,5,8,6,2,2,2,4,4,1,8,4,05D,05B,05B,05B
12B,25,1,5,12,7.75,4.75,4.5,7,5,12A,8.75,4.75,9.25,5,1,10,10,6,10,8,10,10,6,6,8,12D,12A,12B,12C
12B,25,1,5,12,7.75,4.75,4.5,7,5,12C,6.25,7.25,6.5,5,3,9,6,3,7,1,7,3,3,9,5,12D,12A,12B,12C
12B,25,1,5,12,7.75,4.75,4.5,7,5,12D,6.75,6.0,8.25,6,4,9,5,8,6,1,8,5,8,6,9,12D,12A,12B,12C
12B,25,1,5,12,7.75,4.75,4.5,7,5,12E,5.0,5.0,6.0,5,5,6,0,4,0,0,6,0,4,6,6,12D,12A,12B,12C
12C,25,1,2,12,9.25,8.0,7.25,9,7,12A,10.0,6.5,9.5,5,2,9,8,6,7,7,8,7,6,6,8,12B,12B,12B,12B
12C,25,1,2,12,9.25,8.0,7.25,9,7,12B,9.0,8.0,7.0,5,2,9,9,8,7,6,8,8,8,9,7,12B,12B,12B,12B
12C,25,1,2,12,9.25,8.0,7.25,9,7,12D,10.0,6.0,8.5,5,5,8,2,5,2,2,6,2,5,6,9,12B,12B,12B,12B
12C,25,1,2,12,9.25,8.0,7.25,9,7,12E,5.0,5.0,5.0,1,6,5,0,5,0,0,4,0,5,7,7,12B,12B,12B,12B
12A,25,2,5,12,9.5,5.25,8.5,6,7,12B,9.5,7.5,9.5,5,1,10,10,8,10,10,10,10,7,10,10,12B,12B,12B,12C
12A,25,2,5,12,9.5,5.25,8.5,6,7,12C,9.5,7.75,9.25,5,4,9,8,7,5,5,7,7,6,10,10,12B,12B,12B,12C
12A,25,2,5,12,9.5,5.25,8.5,6,7,12E,6.5,6.0,7.5,4,5,7,4,5,3,3,6,6,7,6,9,12B,12B,12B,12C
12A,25,2,5,12,9.5,5.25,8.5,6,7,12D,9.25,7.25,9.5,4,5,9,7,8,5,5,7,6,7,7,8,12B,12B,12B,12C
19C,28,1,5,19,9.5,10.0,9.0,9,9,19A,10.0,9.75,9.5,6,2,10,9,7,9,9,10,9,7,8,10,19A,19B,19B,19C
19C,28,1,5,19,9.5,10.0,9.0,9,9,19B,10.0,10.0,9.5,3,1,10,10,8,10,10,10,10,8,10,10,19A,19B,19B,19C
19C,28,1,5,19,9.5,10.0,9.0,9,9,19D,8.75,8.25,8.0,2,3,10,6,5,7,2,9,6,4,7,10,19A,19B,19B,19C
19C,28,1,5,19,9.5,10.0,9.0,9,9,19E,10.0,9.0,9.25,6,1,10,8,6,9,7,10,8,7,10,10,19A,19B,19B,19C
19B,26,2,5,19,8.75,9.0,6.5,8,8,19A,9.75,8.5,9.25,3,2,10,9,7,10,9,9,8,8,9,10,19C,19C,19C,19C
19B,26,2,5,19,8.75,9.0,6.5,8,8,19C,9.5,9.75,9.75,3,1,10,10,9,10,10,10,10,9,10,10,19C,19C,19C,19C
19B,26,2,5,19,8.75,9.0,6.5,8,8,19D,10.0,9.5,9.0,2,3,10,6,5,7,2,9,5,4,10,10,19C,19C,19C,19C
19B,26,2,5,19,8.75,9.0,6.5,8,8,19E,10.0,9.25,9.25,3,1,10,8,7,9,7,10,8,7,10,10,19C,19C,19C,19C
19A,26,1,5,19,7.75,7.5,6.75,7,8,19B,6.25,8.0,5.75,3,3,7,6,6,7,3,7,5,6,7,6,19C,19D,19C,19B
19A,26,1,5,19,7.75,7.5,6.75,7,8,19C,6.25,8.5,8.0,6,3,10,9,7,8,5,9,8,8,10,10,19C,19D,19C,19B
19A,26,1,5,19,7.75,7.5,6.75,7,8,19D,7.25,7.75,9.5,2,2,10,7,6,9,9,9,8,6,4,10,19C,19D,19C,19B
19A,26,1,5,19,7.75,7.5,6.75,7,8,19E,5.25,5.75,5.25,6,3,7,3,3,3,1,7,3,3,10,6,19C,19D,19C,19B
16B,27,2,6,16,8.5,4.5,8.0,6,6,16C,8.0,8.0,10.0,5,2,10,4,4,0,0,5,0,3,7,10,16A,16E,16A,16A
16B,27,2,6,16,8.5,4.5,8.0,6,6,16A,8.25,9.5,7.75,5,2,10,7,7,7,0,7,7,7,10,7,16A,16E,16A,16A
16B,27,2,6,16,8.5,4.5,8.0,6,6,16D,9.0,8.75,6.75,4,2,8,4,1,0,0,6,5,5,10,10,16A,16E,16A,16A
16B,27,2,6,16,8.5,4.5,8.0,6,6,16E,10.0,8.5,10.0,5,2,8,4,1,0,0,7,4,5,10,10,16A,16E,16A,16A
15B,29,2,5,15,8.0,4.0,6.75,4,6,15A,7.0,7.0,7.0,3,2,7,1,3,7,3,7,2,4,8,4,15C,15D,15A,15A
15B,29,2,5,15,8.0,4.0,6.75,4,6,15C,7.0,4.5,8.75,4,3,7,0,2,0,0,7,0,2,6,9,15C,15D,15A,15A
15B,29,2,5,15,8.0,4.0,6.75,4,6,15D,5.25,0.5,2.0,4,1,6,0,0,0,0,4,0,0,1,4,15C,15D,15A,15A
15B,29,2,5,15,8.0,4.0,6.75,4,6,15E,6.0,6.0,6.0,4,6,6,0,5,0,0,6,0,4,6,6,15C,15D,15A,15A
09D,20,1,5,9,8.25,6.0,7.5,7,8,09A,7.5,7.75,5.25,3,1,6,3,5,7,6,3,4,4,7,7,09C,09C,09E,09E
09D,20,1,5,9,8.25,6.0,7.5,7,8,09B,8.0,7.25,6.75,3,3,7,6,2,6,4,6,4,4,6,7,09C,09C,09E,09E
09D,20,1,5,9,8.25,6.0,7.5,7,8,09C,7.5,5.25,10.0,3,1,10,10,10,10,10,10,10,10,7,7,09C,09C,09E,09E
09D,20,1,5,9,8.25,6.0,7.5,7,8,09E,6.5,9.75,7.75,3,2,8,7,4,7,4,7,5,5,10,10,09C,09C,09E,09E
09C,20,3,5,9,8.0,6.5,6.5,7,8,09D,8.0,7.0,8.5,3,1,10,10,8,10,8,10,10,8,10,8,09D,09A,09E,09E
09C,20,3,5,9,8.0,6.5,6.5,7,8,09E,9.75,8.75,6.75,3,2,7,6,4,8,1,7,6,2,8,8,09D,09A,09E,09E
09C,20,3,5,9,8.0,6.5,6.5,7,8,09B,6.25,7.75,7.0,3,3,8,6,1,8,1,7,6,1,6,4,09D,09A,09E,09E
09C,20,3,5,9,8.0,6.5,6.5,7,8,09A,8.5,5.5,3.0,3,1,10,10,6,10,10,10,10,6,8,2,09D,09A,09E,09E
09A,20,1,5,9,8.0,7.5,6.0,7,6,09C,8.0,7.75,9.5,3,1,10,10,5,10,10,10,10,5,7,9,09E,09C,09E,09A
09A,20,1,5,9,8.0,7.5,6.0,7,6,09D,7.0,9.25,9.0,3,1,9,7,4,6,5,7,6,3,10,10,09E,09C,09E,09A
09A,20,1,5,9,8.0,7.5,6.0,7,6,09E,9.0,9.25,8.5,3,2,8,7,5,7,4,8,7,5,8,9,09E,09C,09E,09A
09A,20,1,5,9,8.0,7.5,6.0,7,6,09B,6.5,8.5,7.25,3,3,6,2,0,3,1,5,2,1,8,6,09E,09C,09E,09A
09E,19,2,5,9,7.25,9.0,5.25,5,5,09A,7.25,8.0,4.25,4,1,7,6,7,4,3,4,4,5,6,6,09B,09C,09E,09C
09E,19,2,5,9,7.25,9.0,5.25,5,5,09B,5.75,10.0,8.75,4,3,10,8,6,7,4,6,6,6,8,9,09B,09C,09E,09C
09E,19,2,5,9,7.25,9.0,5.25,5,5,09C,9.0,6.25,9.5,4,1,10,7,7,7,4,6,6,6,7,10,09B,09C,09E,09C
09E,19,2,5,9,7.25,9.0,5.25,5,5,09D,3.75,5.5,6.75,4,1,7,5,5,5,2,5,5,4,7,7,09B,09C,09E,09C
12D,26,2,5,12,9.75,7.0,9.0,2,5,12E,8.5,7.75,9.25,6,1,10,10,7,10,10,10,10,8,8,8,12B,12E,12B,12B
12D,26,2,5,12,9.75,7.0,9.0,2,5,12B,9.25,8.5,8.5,6,4,9,7,8,6,5,7,5,5,8,8,12B,12E,12B,12B
12D,26,2,5,12,9.75,7.0,9.0,2,5,12A,10.0,6.0,9.25,4,6,8,4,5,5,4,6,4,5,5,8,12B,12E,12B,12B
12D,26,2,5,12,9.75,7.0,9.0,2,5,12C,6.25,6.75,9.25,6,6,7,3,5,2,2,6,4,5,10,10,12B,12E,12B,12B
12E,24,1,5,12,9.0,6.0,5.75,6,7,12A,10.0,7.75,8.25,4,5,7,3,4,0,0,6,2,5,8,8,12D,12D,12B,12B
12E,24,1,5,12,9.0,6.0,5.75,6,7,12B,9.5,8.25,7.75,5,5,8,2,6,0,0,7,5,5,6,8,12D,12D,12B,12B
12E,24,1,5,12,9.0,6.0,5.75,6,7,12C,5.0,5.0,5.0,5,6,5,0,5,0,0,5,0,5,8,8,12D,12D,12B,12B
12E,24,1,5,12,9.0,6.0,5.75,6,7,12D,10.0,7.0,10.0,6,1,10,10,6,10,10,10,10,8,6,10,12D,12D,12B,12B
15A,41,1,5,15,9.5,8.0,8.25,7,8,15B,10.0,7.75,9.5,4,2,8,5,5,5,5,7,4,5,8,9,15B,15B,15A,15A
15A,41,1,5,15,9.5,8.0,8.25,7,8,15C,10.0,7.25,9.25,4,2,8,6,6,6,5,7,6,5,8,10,15B,15B,15A,15A
15A,41,1,5,15,9.5,8.0,8.25,7,8,15D,9.5,6.25,5.25,4,2,5,4,3,1,1,5,4,3,6,7,15B,15B,15A,15A
