ID,Age,Gender,Race,Group,SelfMorality,SelfAbility,SelfSociability,SelfSolvingPuzzlesPred,SelfTeamCollabPred,Teammate,Morality,Ability,Sociability,FirstMeet,Interact,Like,Closeness,Similar,GoodNews,BadNews,LikeMeta,ClosenessMeta,SimilarMeta,SolvingPuzzlesPred,TeamCollabPred,Longest,Frequently,Leader,Influence
15A,41,1,5,15,9.5,8.0,8.25,7,8,15E,10.0,5.0,5.0,3,6,5,2,5,0,0,5,0,3,8,9,15B,15B,15A,15A
10C,38,1,4,10,9.5,7.5,9.25,6,7,10E,8.0,7.25,8.25,6,5,8,7,6,7,6,7,6,6,6,9,10B,10B,10C,10B
10C,38,1,4,10,9.5,7.5,9.25,6,7,10B,9.5,6.75,8.25,6,1,10,10,10,10,10,10,10,10,7,10,10B,10B,10C,10B
10C,38,1,4,10,9.5,7.5,9.25,6,7,10D,10.0,8.5,10.0,6,5,9,9,7,9,9,9,8,7,10,10,10B,10B,10C,10B
10C,38,1,4,10,9.5,7.5,9.25,6,7,10A,9.0,6.0,6.5,4,5,7,4,4,2,2,7,6,4,6,8,10B,10B,10C,10B
15C,30,1,4,15,8.75,5.25,7.0,4,7,15A,7.5,8.0,9.0,4,2,7,7,6,7,7,6,6,7,7,8,15D,15A,15A,15A
15C,30,1,4,15,8.75,5.25,7.0,4,7,15B,8.25,8.25,9.0,4,3,7,5,3,1,1,6,2,0,10,9,15D,15A,15A,15A
15C,30,1,4,15,8.75,5.25,7.0,4,7,15D,8.25,8.0,9.5,4,3,8,7,5,4,2,7,7,3,7,9,15D,15A,15A,15A
15C,30,1,4,15,8.75,5.25,7.0,4,7,15E,7.25,8.0,8.25,4,2,8,5,5,4,3,7,4,3,8,8,15D,15A,15A,15A
16C,33,2,5,16,10.0,7.75,8.0,7,8,16A,9.5,7.25,7.0,5,2,9,9,2,10,10,9,9,9,9,9,16A,16A,16A,16D
16C,33,2,5,16,10.0,7.75,8.0,7,8,16B,10.0,8.5,9.75,4,2,10,6,8,6,3,7,5,9,9,10,16A,16A,16A,16D
16C,33,2,5,16,10.0,7.75,8.0,7,8,16D,9.5,9.75,6.75,4,3,7,3,4,2,2,6,2,1,9,7,16A,16A,16A,16D
16C,33,2,5,16,10.0,7.75,8.0,7,8,16E,10.0,8.75,8.75,5,3,8,7,6,7,2,7,6,4,10,10,16A,16A,16A,16D
16A,39,1,5,16,9.5,6.75,7.25,6,8,16B,8.75,6.0,9.75,4,2,8,6,2,3,3,7,2,2,6,8,16E,16C,16A,16A
16A,39,1,5,16,9.5,6.75,7.25,6,8,16C,9.0,7.25,9.75,5,1,9,9,8,9,9,9,8,8,7,9,16E,16C,16A,16A
16A,39,1,5,16,9.5,6.75,7.25,6,8,16D,8.25,9.25,8.5,4,3,8,2,5,2,2,8,2,5,10,9,16E,16C,16A,16A
16A,39,1,5,16,9.5,6.75,7.25,6,8,16E,10.0,7.75,9.25,5,2,10,8,6,6,4,9,8,6,10,10,16E,16C,16A,16A
16E,37,1,5,16,6.5,5.75,6.5,7,7,16A,7.25,6.25,4.5,5,2,7,4,8,6,2,6,6,8,9,7,16A,16A,16A,16D
16E,37,1,5,16,6.5,5.75,6.5,7,7,16B,8.0,5.5,8.5,5,1,7,3,4,3,1,6,4,4,7,9,16A,16A,16A,16D
16E,37,1,5,16,6.5,5.75,6.5,7,7,16D,6.0,8.5,5.5,4,2,7,2,4,2,0,6,3,4,8,9,16A,16A,16A,16D
16E,37,1,5,16,6.5,5.75,6.5,7,7,16C,8.0,8.25,9.25,5,2,8,6,4,6,3,7,6,4,6,10,16A,16A,16A,16D
16D,33,1,2,16,9.25,7.25,9.5,10,10,16A,8.0,6.25,6.0,4,4,8,1,4,1,1,3,0,6,10,9,16E,16E,16A,16D
16D,33,1,2,16,9.25,7.25,9.5,10,10,16B,8.25,5.5,9.25,4,2,6,0,2,1,1,3,1,0,6,9,16E,16E,16A,16D
16D,33,1,2,16,9.25,7.25,9.5,10,10,16C,6.0,5.0,7.0,4,3,5,0,0,0,0,2,0,0,4,10,16E,16E,16A,16D
16D,33,1,2,16,9.25,7.25,9.5,10,10,16E,8.5,8.75,8.25,4,2,6,0,3,1,1,3,0,6,10,10,16E,16E,16A,16D
15D,32,2,2,15,10.0,10.0,8.0,7,7,15A,8.5,9.25,8.5,3,2,8,8,7,7,8,7,7,7,8,8,15B,15B,15A,15A
15D,32,2,2,15,10.0,10.0,8.0,7,7,15B,7.0,6.75,7.25,4,1,6,6,3,6,6,6,6,6,8,8,15B,15B,15A,15A
15D,32,2,2,15,10.0,10.0,8.0,7,7,15E,8.0,7.5,7.0,3,4,7,7,7,7,6,6,6,6,8,8,15B,15B,15A,15A
15D,32,2,2,15,10.0,10.0,8.0,7,7,15C,8.25,8.0,8.0,4,3,8,8,6,8,6,8,8,8,8,8,15B,15B,15A,15A
10A,35,2,6,10,8.0,6.5,7.25,4,3,10E,8.25,7.25,9.0,4,1,9,9,7,10,10,10,9,7,9,10,10E,10E,10B,10E
10A,35,2,6,10,8.0,6.5,7.25,4,3,10B,5.75,6.5,3.75,4,3,3,3,3,0,0,1,1,1,8,7,10E,10E,10B,10E
10A,35,2,6,10,8.0,6.5,7.25,4,3,10C,7.25,7.0,7.25,4,4,6,6,6,4,4,6,6,6,8,7,10E,10E,10B,10E
10A,35,2,6,10,8.0,6.5,7.25,4,3,10D,6.5,8.0,6.0,4,4,6,6,7,4,4,4,4,4,7,7,10E,10E,10B,10E
19D,24,2,5,19,10.0,9.0,10.0,6,8,19A,10.0,10.0,9.25,2,2,10,10,7,10,10,10,8,7,10,10,19A,19A,19B,19B
19D,24,2,5,19,10.0,9.0,10.0,6,8,19B,10.0,10.0,10.0,2,3,8,7,5,5,5,8,6,6,10,10,19A,19A,19B,19B
19D,24,2,5,19,10.0,9.0,10.0,6,8,19C,10.0,10.0,9.5,2,3,10,7,6,4,4,7,5,5,10,10,19A,19A,19B,19B
19D,24,2,5,19,10.0,9.0,10.0,6,8,19E,8.5,8.5,10.0,2,3,10,5,5,3,3,7,5,4,10,10,19A,19A,19B,19B
10B,36,2,5,10,10.0,6.0,8.25,6,8,10E,10.0,6.75,6.75,6,1,10,10,10,10,10,10,10,10,7,7,10E,10C,10E,10E
10B,36,2,5,10,10.0,6.0,8.25,6,8,10C,10.0,7.0,8.25,6,1,10,10,8,10,10,10,10,7,7,9,10E,10C,10E,10E
10B,36,2,5,10,10.0,6.0,8.25,6,8,10A,5.0,5.0,6.25,4,6,2,0,0,0,0,2,0,0,5,5,10E,10C,10E,10E
10B,36,2,5,10,10.0,6.0,8.25,6,8,10D,9.0,8.75,6.75,6,1,10,10,10,10,10,10,10,10,8,9,10E,10C,10E,10E
15E,23,1,2,15,9.25,9.0,9.0,8,10,15A,9.25,8.5,8.75,2,4,6,0,5,0,0,5,0,4,9,9,15C,15C,15A,15A
15E,23,1,2,15,9.25,9.0,9.0,8,10,15B,10.0,8.5,9.5,4,4,6,0,5,0,0,5,0,3,8,10,15C,15C,15A,15A
15E,23,1,2,15,9.25,9.0,9.0,8,10,15C,9.0,8.5,9.25,4,3,7,2,3,0,0,6,1,4,8,9,15C,15C,15A,15A
15E,23,1,2,15,9.25,9.0,9.0,8,10,15D,9.75,9.0,9.25,4,4,6,0,6,0,0,6,0,6,8,9,15C,15C,15A,15A
14A,25,1,5,14,8.75,7.25,8.25,9,9,14B,9.25,7.75,9.0,6,3,9,6,7,7,4,8,6,8,8,10,14D,14E,14D,14A
14A,25,1,5,14,8.75,7.25,8.25,9,9,14C,8.5,9.0,7.0,6,3,9,9,6,9,7,9,8,6,10,8,14D,14E,14D,14A
14A,25,1,5,14,8.75,7.25,8.25,9,9,14D,9.75,9.75,9.0,6,3,10,9,8,9,9,9,8,8,9,10,14D,14E,14D,14A
14A,25,1,5,14,8.75,7.25,8.25,9,9,14E,9.75,9.25,9.75,6,3,9,9,8,9,8,9,8,8,10,10,14D,14E,14D,14A
14D,27,1,5,14,8.75,9.5,8.75,8,8,14A,10.0,8.0,9.25,6,2,10,9,7,10,8,9,8,7,8,9,14A,14E,14A,14B
14D,27,1,5,14,8.75,9.5,8.75,8,8,14B,10.0,7.75,10.0,6,4,9,7,6,8,5,8,5,5,10,10,14A,14E,14A,14B
14D,27,1,5,14,8.75,9.5,8.75,8,8,14C,6.75,9.0,6.0,6,2,9,9,5,10,5,9,8,8,8,6,14A,14E,14A,14B
14D,27,1,5,14,8.75,9.5,8.75,8,8,14E,8.5,7.75,9.0,6,1,10,10,7,10,10,9,10,6,8,9,14A,14E,14A,14B
10E,36,2,4,10,9.0,8.25,8.0,7,8,10A,9.25,7.0,4.75,4,1,9,10,5,10,10,9,10,4,7,4,10B,10B,10E,10D
10E,36,2,4,10,9.0,8.25,8.0,7,8,10B,9.25,8.25,8.0,6,1,10,10,10,10,10,10,9,10,10,6,10B,10B,10E,10D
10E,36,2,4,10,9.0,8.25,8.0,7,8,10C,9.75,8.5,8.75,5,3,9,8,7,6,6,8,7,7,8,9,10B,10B,10E,10D
10E,36,2,4,10,9.0,8.25,8.0,7,8,10D,8.75,9.0,6.75,6,3,8,9,7,8,8,10,9,10,10,3,10B,10B,10E,10D
10D,27,2,5,10,6.75,5.5,5.75,4,6,10B,5.25,2.25,3.25,6,1,10,10,10,10,10,10,10,9,6,6,10B,10B,10B,10D
10D,27,2,5,10,6.75,5.5,5.75,4,6,10C,10.0,6.0,6.0,5,3,10,3,4,7,6,8,7,4,6,6,10B,10B,10B,10D
10D,27,2,5,10,6.75,5.5,5.75,4,6,10E,5.0,6.0,6.0,6,3,9,2,6,6,6,6,3,6,4,4,10B,10B,10B,10D
10D,27,2,5,10,6.75,5.5,5.75,4,6,10A,4.0,4.0,4.0,1,6,4,0,0,0,0,0,0,0,4,4,10B,10B,10B,10D
09B,19,1,4,9,7.0,10.0,9.75,10,5,09E,9.25,10.0,10.0,4,3,10,8,8,8,9,9,8,6,9,10,09E,09E,09E,09E
09B,19,1,4,9,7.0,10.0,9.75,10,5,09A,7.5,6.0,3.5,4,3,1,0,2,0,0,5,2,3,3,6,09E,09E,09E,09E
09B,19,1,4,9,7.0,10.0,9.75,10,5,09C,9.5,8.5,10.0,4,3,10,8,6,7,9,10,8,6,8,10,09E,09E,09E,09E
09B,19,1,4,9,7.0,10.0,9.75,10,5,09D,9.0,7.75,10.0,4,3,9,7,6,7,8,8,7,6,10,10,09E,09E,09E,09E
18C,24,2,2,18,9.0,7.0,7.5,7,7,18E,5.0,5.0,5.0,3,2,8,6,8,6,6,6,6,7,7,7,18D,18D,18D,18E
18C,24,2,2,18,9.0,7.0,7.5,7,7,18D,7.25,8.0,8.0,3,2,8,8,7,8,8,7,8,8,8,8,18D,18D,18D,18E
18C,24,2,2,18,9.0,7.0,7.5,7,7,18A,8.0,8.0,8.0,3,2,8,8,7,8,8,8,8,8,8,8,18D,18D,18D,18E
18C,24,2,2,18,9.0,7.0,7.5,7,7,18B,5.0,5.0,5.0,1,6,5,0,5,0,0,5,5,5,5,5,18D,18D,18D,18E
18A,23,2,2,18,8.5,6.5,8.0,6,9,18B,8.5,7.75,7.0,5,1,10,10,7,10,10,10,10,7,8,8,18B,18B,18B,18E
18A,23,2,2,18,8.5,6.5,8.0,6,9,18C,8.0,7.25,8.5,3,2,10,7,6,10,10,8,7,7,8,8,18B,18B,18B,18E
18A,23,2,2,18,8.5,6.5,8.0,6,9,18D,8.5,7.25,9.0,3,2,10,7,7,8,7,8,7,7,7,8,18B,18B,18B,18E
18A,23,2,2,18,8.5,6.5,8.0,6,9,18E,7.25,7.5,7.75,3,2,8,7,7,7,7,8,7,7,7,8,18B,18B,18B,18E
18D,22,2,2,18,8.5,8.0,7.5,8,6,18A,8.5,7.0,9.0,2,3,9,7,6,6,3,7,6,6,8,9,18C,18E,18D,18E
18D,22,2,2,18,8.5,8.0,7.5,8,6,18B,6.0,5.75,6.0,1,6,6,1,4,1,1,6,2,4,8,6,18C,18E,18D,18E
18D,22,2,2,18,8.5,8.0,7.5,8,6,18C,8.5,7.75,8.25,2,2,9,8,9,7,7,8,7,7,7,7,18C,18E,18D,18E
18D,22,2,2,18,8.5,8.0,7.5,8,6,18E,5.75,7.25,6.0,2,1,7,9,6,9,7,9,9,8,6,4,18C,18E,18D,18E
18E,24,1,2,18,10.0,7.25,9.25,6,8,18B,8.5,5.75,5.0,2,4,5,3,1,5,5,7,2,1,8,8,18A,18D,18B,18E
18E,24,1,2,18,10.0,7.25,9.25,6,8,18A,10.0,8.5,9.75,3,2,9,8,6,9,9,8,8,4,7,10,18A,18D,18B,18E
18E,24,1,2,18,10.0,7.25,9.25,6,8,18C,9.75,8.0,9.25,2,2,7,7,3,9,9,8,7,2,7,10,18A,18D,18B,18E
18E,24,1,2,18,10.0,7.25,9.25,6,8,18D,10.0,8.75,9.5,2,1,9,9,7,10,10,9,8,5,7,10,18A,18D,18B,18E
04A,30,2,5,4,9.25,8.0,8.0,7,7,04E,9.25,9.5,9.25,6,5,9,7,7,7,3,9,7,7,10,10,04C,04B,04A,04A
04A,30,2,5,4,9.25,8.0,8.0,7,7,04B,8.5,6.5,8.25,4,1,10,10,6,10,10,10,10,6,8,9,04C,04B,04A,04A
04A,30,2,5,4,9.25,8.0,8.0,7,7,04C,9.25,8.25,8.5,6,2,9,9,6,10,10,9,8,6,8,8,04C,04B,04A,04A
04A,30,2,5,4,9.25,8.0,8.0,7,7,04D,8.25,9.5,8.0,6,2,9,8,8,8,8,9,8,8,9,8,04C,04B,04A,04A
18B,23,1,2,18,8.25,6.5,6.75,6,4,18A,8.75,8.0,8.75,5,1,10,10,8,10,10,10,10,10,7,9,18A,18A,18E,18E
18B,23,1,2,18,8.25,6.5,6.75,6,4,18C,6.0,5.5,6.0,2,6,3,1,4,0,0,2,1,1,4,5,18A,18A,18E,18E
18B,23,1,2,18,8.25,6.5,6.75,6,4,18D,6.0,5.5,6.0,2,6,2,1,5,0,0,1,0,1,7,6,18A,18A,18E,18E
18B,23,1,2,18,8.25,6.5,6.75,6,4,18E,5.75,5.75,5.75,2,6,3,2,2,0,0,3,2,3,6,7,18A,18A,18E,18E
04B,27,1,5,4,8.0,8.25,8.0,7,8,04A,8.5,8.5,8.5,4,1,10,8,9,9,9,8,9,8,9,8,04A,04A,04A,04A
04B,27,1,5,4,8.0,8.25,8.0,7,8,04C,8.5,8.25,8.0,4,3,8,6,7,6,6,6,6,6,9,9,04A,04A,04A,04A
04B,27,1,5,4,8.0,8.25,8.0,7,8,04D,7.75,8.25,7.25,2,6,6,4,4,6,6,6,4,4,7,8,04A,04A,04A,04A
04B,27,1,5,4,8.0,8.25,8.0,7,8,04E,6.25,8.0,6.0,1,6,4,4,4,2,2,3,1,1,6,8,04A,04A,04A,04A
21B,22,2,5,21,7.75,7.75,5.25,7,5,21A,7.75,5.5,7.5,4,1,8,8,4,10,7,7,6,3,2,9,21A,21A,21B,21A
21B,22,2,5,21,7.75,7.75,5.25,7,5,21C,6.0,5.0,6.75,2,1,8,4,1,6,3,6,2,1,4,7,21A,21A,21B,21A
21B,22,2,5,21,7.75,7.75,5.25,7,5,21D,5.0,5.0,5.0,1,6,5,0,0,0,0,5,0,0,5,5,21A,21A,21B,21A
21B,22,2,5,21,7.75,7.75,5.25,7,5,21E,5.0,5.0,5.0,1,6,5,0,0,0,0,5,0,0,5,5,21A,21A,21B,21A
04D,31,2,5,4,9.0,7.5,6.0,4,6,04A,8.75,5.0,4.5,6,2,8,6,5,7,7,7,7,7,8,8,04A,04A,04A,04A
04D,31,2,5,4,9.0,7.5,6.0,4,6,04B,5.0,5.0,5.0,2,6,5,5,5,5,5,5,5,5,5,5,04A,04A,04A,04A
04D,31,2,5,4,9.0,7.5,6.0,4,6,04C,5.0,5.0,5.0,5,6,5,5,5,5,5,5,5,5,5,5,04A,04A,04A,04A
04D,31,2,5,4,9.0,7.5,6.0,4,6,04E,5.0,5.0,5.0,1,6,5,5,5,5,5,5,5,5,5,5,04A,04A,04A,04A
04E,31,2,5,4,9.0,7.0,9.75,8,8,04A,9.25,8.25,7.5,6,5,9,6,6,8,8,7,6,6,8,8,04A,04A,04A,04A
04E,31,2,5,4,9.0,7.0,9.75,8,8,04B,5.0,5.0,5.0,1,6,0,0,0,0,0,0,0,0,5,5,04A,04A,04A,04A
04E,31,2,5,4,9.0,7.0,9.75,8,8,04C,7.0,7.0,7.0,5,6,8,2,2,0,0,5,1,4,8,8,04A,04A,04A,04A
04E,31,2,5,4,9.0,7.0,9.75,8,8,04D,5.0,5.0,5.0,1,6,0,0,0,0,0,0,0,0,5,5,04A,04A,04A,04A
22C,22,2,5,22,9.25,7.75,7.75,7,8,22A,9.75,10.0,9.75,4,3,10,8,8,9,6,10,8,9,10,10,22B,22B,22A,22A
22C,22,2,5,22,9.25,7.75,7.75,7,8,22B,10.0,9.75,10.0,4,1,10,10,8,10,10,10,10,8,10,10,22B,22B,22A,22A
22C,22,2,5,22,9.25,7.75,7.75,7,8,22D,10.0,10.0,10.0,1,6,8,0,5,0,0,7,0,3,10,10,22B,22B,22A,22A
22C,22,2,5,22,9.25,7.75,7.75,7,8,22E,9.25,8.75,8.5,4,2,10,9,7,9,9,10,9,7,10,10,22B,22B,22A,22A
22B,22,2,5,22,9.5,8.5,9.25,7,10,22A,9.25,10.0,9.5,4,2,10,10,9,10,10,9,10,10,10,10,22E,22E,22A,22A
22B,22,2,5,22,9.5,8.5,9.25,7,10,22E,8.25,9.0,7.25,4,1,10,10,8,10,10,10,10,10,10,8,22E,22E,22A,22A
22B,22,2,5,22,9.5,8.5,9.25,7,10,22D,6.25,5.0,5.0,4,6,6,0,5,0,0,5,0,0,10,8,22E,22E,22A,22A
22B,22,2,5,22,9.5,8.5,9.25,7,10,22C,9.0,9.25,8.0,4,1,10,10,8,10,10,10,10,9,10,10,22E,22E,22A,22A
22A,23,2,2,22,8.75,6.5,7.25,2,7,22B,8.75,4.75,9.75,5,3,9,7,9,8,9,8,7,8,7,8,22D,22D,22B,22E
22A,23,2,2,22,8.75,6.5,7.25,2,7,22D,8.5,9.25,9.0,5,2,9,7,8,9,10,7,6,7,10,7,22D,22D,22B,22E
22A,23,2,2,22,8.75,6.5,7.25,2,7,22E,8.5,9.25,7.25,5,3,8,8,7,9,8,7,6,6,10,7,22D,22D,22B,22E
22A,23,2,2,22,8.75,6.5,7.25,2,7,22C,7.5,8.25,7.5,5,3,8,5,6,8,3,8,4,6,8,9,22D,22D,22B,22E
14C,25,1,5,14,7.5,7.75,6.5,8,6,14A,9.0,6.5,9.0,6,2,10,9,4,9,9,9,9,3,9,9,14A,14A,14D,14D
14C,25,1,5,14,7.5,7.75,6.5,8,6,14D,9.75,8.25,8.25,6,2,9,8,9,9,9,9,9,9,10,5,14A,14A,14D,14D
14C,25,1,5,14,7.5,7.75,6.5,8,6,14E,7.5,6.0,7.25,6,2,8,8,7,8,7,8,8,7,7,4,14A,14A,14D,14D
14C,25,1,5,14,7.5,7.75,6.5,8,6,14B,8.75,5.75,8.25,6,3,7,7,3,5,7,8,6,5,8,9,14A,14A,14D,14D
22E,21,2,5,22,9.75,7.0,8.75,7,7,22A,10.0,10.0,10.0,4,3,10,8,6,8,8,8,8,6,8,8,22B,22B,22A,22A
22E,21,2,5,22,9.75,7.0,8.75,7,7,22B,10.0,7.75,8.75,5,1,10,10,8,10,10,10,10,7,8,8,22B,22B,22A,22A
22E,21,2,5,22,9.75,7.0,8.75,7,7,22C,9.75,8.0,9.25,4,2,10,8,8,10,10,8,8,7,10,10,22B,22B,22A,22A
22E,21,2,5,22,9.75,7.0,8.75,7,7,22D,5.0,5.0,5.0,4,6,6,0,0,0,0,4,0,0,7,7,22B,22B,22A,22A
14E,27,1,2,14,7.75,7.75,8.0,8,7,14A,8.5,8.0,8.25,6,2,9,9,7,10,7,8,8,8,10,9,14D,14D,14A,14A
14E,27,1,2,14,7.75,7.75,8.0,8,7,14B,7.0,6.0,7.75,6,5,7,1,3,0,0,4,1,3,8,8,14D,14D,14A,14A
14E,27,1,2,14,7.75,7.75,8.0,8,7,14C,7.0,8.0,6.0,6,3,8,7,8,8,6,7,6,7,8,5,14D,14D,14A,14A
14E,27,1,2,14,7.75,7.75,8.0,8,7,14D,6.75,8.0,6.25,6,2,9,9,8,10,10,9,9,6,9,5,14D,14D,14A,14A
13B,25,2,2,13,9.0,7.5,8.5,7,8,13A,8.75,8.5,8.75,6,2,10,9,8,9,8,9,9,7,8,8,13A,13C,13D,13A
13B,25,2,2,13,9.0,7.5,8.5,7,8,13C,9.25,8.25,9.25,6,2,10,9,7,9,9,9,9,7,8,9,13A,13C,13D,13A
13B,25,2,2,13,9.0,7.5,8.5,7,8,13D,9.5,8.75,8.5,6,2,10,9,7,9,9,9,9,7,8,9,13A,13C,13D,13A
13B,25,2,2,13,9.0,7.5,8.5,7,8,13E,9.5,8.75,9.0,6,2,10,9,7,9,9,9,9,7,8,9,13A,13C,13D,13A
13A,25,2,"1,2,5",13,9.5,7.75,7.5,10,6,13B,7.25,9.75,5.5,6,2,8,6,2,4,4,8,7,2,9,9,13D,13D,13C,13B
13A,25,2,"1,2,5",13,9.5,7.75,7.5,10,6,13C,10.0,8.25,10.0,6,2,10,7,7,9,9,10,8,7,4,10,13D,13D,13C,13B
13A,25,2,"1,2,5",13,9.5,7.75,7.5,10,6,13D,6.5,9.0,4.25,6,2,10,8,2,9,7,9,9,4,8,9,13D,13D,13C,13B
13A,25,2,"1,2,5",13,9.5,7.75,7.5,10,6,13E,9.75,7.5,4.75,6,2,9,8,7,7,8,8,8,4,8,4,13D,13D,13C,13B
22D,23,2,2,22,8.5,7.75,8.5,6,5,22A,8.25,9.0,6.75,4,3,9,7,7,8,8,8,6,6,8,8,22A,22A,22A,22A
22D,23,2,2,22,8.5,7.75,8.5,6,5,22B,6.0,6.0,6.0,3,6,5,0,1,0,0,4,0,5,6,6,22A,22A,22A,22A
22D,23,2,2,22,8.5,7.75,8.5,6,5,22C,6.0,5.75,6.0,1,6,6,0,0,0,0,4,0,0,6,6,22A,22A,22A,22A
22D,23,2,2,22,8.5,7.75,8.5,6,5,22E,6.0,6.0,6.0,1,6,4,0,0,0,0,4,0,0,6,6,22A,22A,22A,22A
04C,32,1,5,4,9.0,5.75,6.75,7,4,04A,7.75,7.0,8.5,6,2,10,10,4,10,10,10,10,6,7,7,04A,04A,04A,04A
04C,32,1,5,4,9.0,5.75,6.75,7,4,04B,6.75,5.25,5.75,5,4,7,4,5,4,3,7,4,5,8,7,04A,04A,04A,04A
